NUMBER,X_IMAGE,Y_IMAGE,ALPHA_J2000,DELTA_J2000,FLUX_APER,FLUXERR_APER,FLAGS,NITER_MODEL
3466,1952.6753,875.6619,220.4509613,+39.7865734,0.6770502,0.7914099,0,13
3467,7911.4917,865.6341,219.9124778,+39.7847139,1.200623,1.047843,0,10
3468,6536.9731,870.6473,220.0366829,+39.7855511,1.144819,1.023585,0,12
3469,6889.6250,861.5250,220.0048192,+39.7848048,1.788632,1.275828,0,8
3470,7695.6265,864.4666,219.9319846,+39.7847184,1.561791,1.193047,0,53
3471,3389.4375,866.5155,220.3211211,+39.7858855,1.095641,1.001701,0,8
3472,8358.0859,876.7795,219.8721164,+39.7853004,0.6566407,0.7796695,0,10
3473,5667.0239,817.4666,220.1153146,+39.7820993,14.09354,3.565561,0,99
3474,2573.6677,864.7635,220.3948421,+39.7858115,1.438077,1.145388,0,10
3475,1967.8254,872.2898,220.4495921,+39.7863394,1.064533,0.9876006,0,8
3476,5128.1372,838.3444,220.1640044,+39.7836718,6.469013,2.417502,0,91
3477,5165.8110,843.0425,220.1605987,+39.7839902,6.768896,2.472742,0,43
3478,928.5273,844.0897,220.5435107,+39.7843302,2.663623,1.554376,2,69
3479,1908.6804,841.3683,220.4549364,+39.7841913,6.785674,2.475797,0,83
3480,6427.1226,859.8648,220.0466139,+39.7848357,1.542886,1.185908,2,68
3481,2962.5610,851.0269,220.3596990,+39.7848407,4.626208,2.045511,2,31
3482,1614.2151,868.5679,220.4815479,+39.7860722,1.403781,1.131817,0,33
3483,7998.4946,878.5146,219.9046091,+39.7855729,0.9663375,0.9418106,0,26
3484,7990.2622,876.1636,219.9053543,+39.7854130,0.9672562,0.9422101,0,10
3485,8131.2056,878.5524,219.8926169,+39.7855205,0.9151207,0.9169375,0,38
3486,4592.1138,857.0739,220.2124383,+39.7850744,1.278452,1.080817,0,7
3487,3231.1350,871.5650,220.3354263,+39.7862490,1.298946,1.089298,0,46
3488,3759.8330,865.9465,220.2876487,+39.7858089,1.555138,1.190539,2,76
3489,8046.6631,879.6790,219.9002559,+39.7856339,0.8207802,0.8693865,0,10
3490,4538.8516,791.7961,220.2172658,+39.7805503,49.2348,6.661233,0,108
3491,4899.5039,874.8250,220.1846558,+39.7862511,0.9222476,0.9204184,0,12
3492,1809.1151,878.1447,220.4639350,+39.7867431,0.7136953,0.8120047,0,8
3493,161.3278,862.3583,220.6128438,+39.7855127,1.926722,1.323679,2,9
3494,39.4950,880.4727,220.6238572,+39.7867531,0.1473549,0.3862016,0,8
3495,1584.9999,880.3246,220.4841886,+39.7868875,0.7025241,0.8057269,0,14
3496,3218.2432,866.8909,220.3365918,+39.7859254,2.065927,1.370236,2,46
3497,388.2346,881.5661,220.5923416,+39.7868763,0.9958038,0.9557651,0,9
3498,3784.9788,835.1548,220.2853809,+39.7836678,3.790007,1.852241,0,88
3499,7349.4805,836.8066,219.9632766,+39.7829281,3.372908,1.747848,0,51
3500,4950.5776,872.7617,220.1800408,+39.7860979,1.105629,1.006191,0,11
3501,2051.4595,867.3112,220.4420340,+39.7859945,1.496228,1.168048,2,26
3502,4468.6455,869.5230,220.2235932,+39.7859595,1.39318,1.12759,0,71
3503,8151.5410,873.6828,219.8907820,+39.7851738,1.43184,1.142951,1,70
3504,6471.5708,866.5209,220.0425947,+39.7852845,1.838425,1.293286,0,51
3505,7074.5811,871.1514,219.9881015,+39.7854106,1.255478,1.071177,0,9
3506,6097.2139,874.7737,220.0764209,+39.7859662,1.147586,1.024798,0,9
3507,1693.7522,860.9069,220.4743598,+39.7855429,2.779706,1.587639,0,51
3508,1284.7799,869.1722,220.5113190,+39.7860980,1.301614,1.090401,2,29
3509,2243.3696,877.6256,220.4246910,+39.7867108,0.9860758,0.9511604,0,10
3510,4097.4854,877.5167,220.2571332,+39.7865702,0.927521,0.9230452,2,8
3511,2492.5115,849.1987,220.4021767,+39.7847328,5.198265,2.167819,0,35
3512,6635.2720,865.7187,220.0278021,+39.7851783,2.445269,1.489749,0,30
3513,6971.8691,881.3105,219.9973785,+39.7861511,1.051932,0.9818918,0,13
3514,3842.6370,863.7379,220.2801661,+39.7856459,2.614142,1.539948,0,72
3515,2099.4543,863.4315,220.4376967,+39.7857253,2.669393,1.556026,0,38
3516,2530.1577,865.6830,220.3987741,+39.7858766,1.817011,1.285799,0,75
3517,2870.8809,865.9497,220.3679830,+39.7858819,1.851822,1.297947,0,21
3518,5831.6230,882.1844,220.1004191,+39.7865519,0.8485502,0.8836342,0,9
3519,7057.5552,873.4753,219.9896390,+39.7855778,1.20477,1.049628,0,9
3520,6340.3276,885.6680,220.0544472,+39.7866533,0.2611201,0.5016153,0,13
3521,1118.7034,867.2334,220.5263271,+39.7859524,2.377793,1.469185,0,83
3522,7389.3950,863.9102,219.9596569,+39.7847955,2.872543,1.613749,3,34
3523,2288.2488,853.7105,220.4206355,+39.7850496,3.149017,1.689172,3,62
3524,5207.7188,870.2028,220.1568040,+39.7858673,2.455076,1.492678,0,12
3525,7764.5010,882.6146,219.9257516,+39.7859516,1.463927,1.155492,3,11
3526,176.2462,821.7755,220.6114883,+39.7826966,3.239465,1.713124,0,9
3527,3.7141,881.1099,220.6270908,+39.7867921,0.5417109,0.7088277,16,10
3528,8105.8999,873.6368,219.8949063,+39.7851897,1.649146,1.225585,0,55
3529,913.5082,888.4919,220.5448730,+39.7874124,0.8370212,0.87778,0,9
3530,4690.3970,877.1890,220.2035520,+39.7864541,1.314029,1.09548,2,9
3531,7729.6699,847.4428,219.9289170,+39.7835230,10.55475,3.086279,0,20
3532,4470.3779,856.2382,220.2234395,+39.7850367,4.043968,1.913001,0,35
3533,3327.9099,869.5670,220.3266810,+39.7861026,1.920438,1.321536,0,56
3534,4037.7109,869.6196,220.2625365,+39.7860299,3.398703,1.754485,0,38
3535,3830.3628,878.9861,220.2812730,+39.7867063,1.272367,1.078251,2,50
3536,385.6582,869.4623,220.5925725,+39.7860355,2.719111,1.570358,0,112
3537,7177.0947,884.4235,219.9788317,+39.7862964,1.07434,0.9920551,0,13
3538,50.4956,862.1946,220.6228595,+39.7854855,1.96405,1.336309,2,9
3539,496.5539,858.1901,220.5825492,+39.7852660,4.293208,1.970815,0,27
3540,8209.9990,883.1264,219.8854944,+39.7858048,1.208929,1.051392,0,13
3541,3714.3364,875.4918,220.2917588,+39.7864768,1.926719,1.3237,0,27
3542,3634.4761,877.8849,220.2989755,+39.7866516,2.014273,1.353167,3,61
3543,3709.4756,888.4839,220.2921962,+39.7873796,0.8923438,0.9057067,2,8
3544,1236.7482,878.7998,220.5156604,+39.7867636,1.378122,1.121551,0,24
3545,2054.6936,878.9168,220.4417418,+39.7868005,1.558619,1.191887,0,61
3546,6590.3281,863.4756,220.0318643,+39.7850366,4.261239,1.963503,0,145
3547,5606.8369,875.7495,220.1207348,+39.7861613,1.704296,1.245693,2,97
3548,2638.3682,844.3420,220.3889961,+39.7843913,8.93373,2.839853,0,66
3549,61.3972,884.8370,220.6218787,+39.7870594,1.038303,0.9755893,0,9
3550,6511.0854,872.2275,220.0390216,+39.7856688,2.859925,1.610235,0,33
3551,4215.9351,874.3804,220.2464295,+39.7863357,1.994589,1.346576,0,55
3552,1379.5582,873.4974,220.5027542,+39.7864038,1.64555,1.224266,0,54
3553,5604.4956,879.4998,220.1209452,+39.7864223,1.269614,1.077143,2,28
3554,4020.2239,877.9663,220.2641153,+39.7866118,2.032681,1.359265,0,39
3555,7165.0449,872.3163,219.9799262,+39.7854599,3.589333,1.802766,0,52
3556,3731.0342,850.1461,220.2902535,+39.7847149,8.207931,2.722295,0,43
3557,4507.6548,882.5425,220.2200652,+39.7868572,0.9946219,0.9552122,0,13
3558,2180.3066,866.4268,220.4303901,+39.7859334,5.211474,2.170564,0,62
3559,7028.8462,870.9134,219.9922344,+39.7854098,2.848285,1.606974,0,32
3560,2276.6780,845.0414,220.4216813,+39.7844477,5.565251,2.242784,3,60
3561,283.9082,883.6212,220.6017700,+39.7870058,1.403381,1.131646,2,7
3562,4169.6709,893.6796,220.2506068,+39.7876826,0.6400102,0.7700554,0,12
3563,5177.2998,869.0887,220.1595532,+39.7857965,1.912865,1.318987,2,60
3564,5729.8984,863.5791,220.1096179,+39.7852858,6.000781,2.32861,0,34
3565,6923.3311,894.3285,220.0017591,+39.7870715,0.6940007,0.8010048,0,8
3566,2939.9456,879.4114,220.3617406,+39.7868131,2.005069,1.350081,0,46
3567,1983.6676,888.3365,220.4481607,+39.7874540,0.9406369,0.9294059,2,12
3568,5688.5010,892.0090,220.1133497,+39.7872704,1.053832,0.9826952,0,11
3569,613.4647,894.4972,220.5719892,+39.7878003,0.682854,0.7947222,0,7
3570,5705.2886,894.3486,220.1118318,+39.7874287,0.8732083,0.8961206,0,12
3571,3915.7590,878.1517,220.2735558,+39.7866380,2.026229,1.357131,0,46
3572,7551.1489,890.0930,219.9450273,+39.7865534,1.018666,0.9664885,0,9
3573,885.3651,870.1815,220.5474142,+39.7861384,1.859808,1.300712,0,87
3574,3417.6030,873.5203,220.3185750,+39.7863694,3.328409,1.736339,0,102
3575,4023.6106,890.8480,220.2638070,+39.7875059,1.112542,1.009281,0,15
3576,7365.9834,881.4816,219.9617641,+39.7860243,1.918518,1.320885,0,13
3577,7405.2583,864.1093,219.9582233,+39.7848035,5.146333,2.157016,3,55
3578,2985.0017,864.0922,220.3576700,+39.7857467,2.853162,1.60833,0,63
3579,3674.1606,879.2986,220.2953890,+39.7867455,1.899086,1.314244,0,82
3580,7144.1001,866.8605,219.9818213,+39.7850884,3.143812,1.687796,0,64
3581,1461.5516,894.9980,220.4953457,+39.7879010,1.009662,0.9622613,0,13
3582,6441.2651,892.5236,220.0453231,+39.7870994,1.151922,1.026722,0,15
3583,1577.3013,897.6525,220.4848853,+39.7880905,0.8953309,0.9071911,0,7
3584,6922.3311,887.9455,220.0018522,+39.7866286,0.7956843,0.8562704,0,17
3585,35.2805,862.1240,220.6242345,+39.7854783,3.50122,1.780632,0,7
3586,7716.9692,882.7490,219.9300467,+39.7859796,1.889768,1.311053,0,65
3587,7779.8193,890.9207,219.9243630,+39.7865224,1.083656,0.9963012,0,13
3588,7376.6289,832.9150,219.9608254,+39.7826479,66.76608,7.756672,0,63
3589,8253.4756,866.4896,219.8815750,+39.7846310,9.617753,2.946364,0,38
3590,2044.1920,889.8906,220.4426910,+39.7875624,1.285581,1.083738,0,12
3591,328.9701,899.2192,220.5977003,+39.7880948,0.4572342,0.6544252,0,10
3592,2793.7639,889.6074,220.3749506,+39.7875285,1.675385,1.235195,0,17
3593,4886.0425,894.4677,220.1858673,+39.7876177,0.8512076,0.884983,0,9
3594,7318.3794,870.2466,219.9660712,+39.7852615,9.961558,2.998458,0,71
3595,3815.1692,820.0785,220.2826550,+39.7826173,14.57159,3.625452,0,45
3596,6454.5308,853.7121,220.0441396,+39.7844002,7.976577,2.683753,0,47
3597,6790.7256,844.7411,220.0137634,+39.7836718,3.557094,1.794704,0,168
3598,8291.3936,872.6010,219.8781452,+39.7850391,1.94729,1.330632,0,6
3599,899.4894,894.1729,220.5461405,+39.7878056,1.090552,0.9994099,0,12
3600,3425.9807,886.5469,220.3178163,+39.7872733,1.768261,1.268609,0,29
3601,7774.9521,875.8871,219.9248106,+39.7854804,2.690594,1.562148,2,127
3602,3440.8953,864.7672,220.3164711,+39.7857595,8.002923,2.688156,0,35
3603,1693.4038,897.3860,220.4743928,+39.7880761,1.272644,1.078336,0,105
3604,1695.4032,901.2025,220.4742122,+39.7883412,0.9206803,0.9196149,1,8
3605,7387.9634,872.1891,219.9597823,+39.7853710,3.933298,1.88676,3,60
3606,3320.7993,886.5515,220.3273218,+39.7872826,2.165058,1.402445,3,92
3607,1998.3369,896.2192,220.4468351,+39.7880015,1.081748,0.9954342,0,34
3608,3624.1904,877.9545,220.2999050,+39.7866575,2.580257,1.530005,2,70
3609,7577.5889,859.7667,219.9426532,+39.7844374,7.262234,2.561034,0,52
3610,3313.1279,878.0701,220.3280159,+39.7866943,2.243774,1.427516,3,59
3611,2549.2612,880.9122,220.3970471,+39.7869337,2.548893,1.520754,3,31
3612,5313.5630,891.5211,220.1472329,+39.7873246,1.289623,1.085429,0,9
3613,2085.8916,892.2710,220.4389225,+39.7877280,1.893229,1.312261,0,6
3614,1456.8461,897.4563,220.4957711,+39.7880715,1.117213,1.011368,0,10
3615,7471.1567,858.2101,219.9522714,+39.7843695,6.65856,2.45256,0,86
3616,7152.0117,887.8083,219.9810968,+39.7865403,1.764681,1.267321,0,8
3617,8251.5146,890.1428,219.8817390,+39.7862743,1.830355,1.290491,0,15
3618,5030.6587,861.0539,220.1728070,+39.7852689,16.57776,3.866691,0,42
3619,4227.7915,886.3091,220.2453558,+39.7871624,1.839093,1.293506,0,22
3620,505.9400,891.1879,220.5817059,+39.7875585,1.531147,1.18142,0,60
3621,4793.1177,894.0927,220.1942651,+39.7876092,1.732374,1.255832,0,7
3622,166.4874,897.8105,220.6123840,+39.7879753,1.262277,1.074016,0,24
3623,2546.5828,867.3685,220.3972897,+39.7859932,4.320245,1.976981,2,63
3624,1772.8700,899.8463,220.4672113,+39.7882493,1.198111,1.046767,1,7
3625,1119.8988,890.8316,220.5262213,+39.7875912,2.322704,1.452194,0,71
3626,822.2302,898.2868,220.5531231,+39.7880844,1.527429,1.180005,0,26
3627,8241.3398,905.8475,219.8826497,+39.7873692,0.4875694,0.675001,0,9
3628,3166.2126,886.7220,220.3412920,+39.7873064,2.892829,1.619414,0,71
3629,489.0750,887.0456,220.5832294,+39.7872689,3.332535,1.737419,0,46
3630,4976.6270,885.3833,220.1776835,+39.7869692,3.039587,1.659736,0,53
3631,7657.1211,884.4451,219.9354539,+39.7861206,4.522422,2.022524,0,53
3632,2176.3013,887.5874,220.4307520,+39.7874028,2.569256,1.526746,0,58
3633,26.3427,909.2995,220.6250514,+39.7887530,0.1719732,0.4139107,0,8
3634,5328.4927,849.8262,220.1458959,+39.7844259,8.593563,2.785368,0,62
3635,2734.9482,894.9111,220.3802656,+39.7878993,1.388022,1.125535,0,14
3636,3969.6790,888.0905,220.2686814,+39.7873214,2.426497,1.484065,0,56
3637,3214.8550,879.7776,220.3368968,+39.7868206,2.695282,1.563502,2,57
3638,4585.0034,900.0002,220.2130713,+39.7880565,1.442782,1.147194,3,9
3639,4581.7988,896.7005,220.2133616,+39.7878280,2.029692,1.35825,2,75
3640,4907.8091,901.3970,220.1838985,+39.7880947,1.453357,1.151345,2,44
3641,5048.7720,891.6759,220.1711621,+39.7873917,2.454865,1.492628,0,51
3642,7801.3369,906.7196,219.9224104,+39.7876110,1.01301,0.9638574,0,33
3643,87.8603,887.1152,220.6194876,+39.7872215,2.482097,1.500841,0,59
3644,456.8546,905.5054,220.5861441,+39.7885471,0.9745947,0.9457208,1,12
3645,4026.8511,909.8163,220.2635109,+39.7888227,0.9528047,0.9352712,0,8
3646,3685.0283,885.2542,220.2944060,+39.7871579,1.795062,1.278093,2,12
3647,7075.7046,899.3352,219.9879872,+39.7873673,1.436491,1.144786,2,23
3648,2726.1770,898.6210,220.3810581,+39.7881573,1.970098,1.338362,0,40
3649,2345.2432,901.7573,220.4154841,+39.7883855,1.644341,1.223838,0,8
3650,4067.3694,898.2871,220.2598512,+39.7880167,1.810592,1.283552,0,56
3651,5438.7759,877.4811,220.1359216,+39.7863213,6.12517,2.352553,0,42
3652,8300.6240,889.5225,219.8773016,+39.7862102,3.133926,1.685143,2,78
3653,4270.3198,914.3195,220.2415071,+39.7891012,0.4913006,0.677511,0,9
3654,8163.5229,881.4269,219.8896950,+39.7857065,4.007791,1.904461,0,34
3655,6657.8027,898.2162,220.0257526,+39.7874279,1.837773,1.293043,0,6
3656,1488.8857,899.6844,220.4928758,+39.7882278,1.463275,1.155281,0,10
3657,2912.7114,910.4309,220.3641996,+39.7889687,0.7430195,0.8280871,0,8
3658,6870.3745,909.4064,220.0065381,+39.7881361,1.564388,1.19403,0,64
3659,159.8882,898.8023,220.6129805,+39.7880433,1.635805,1.220662,0,9
3660,2371.5891,911.2785,220.4131030,+39.7890463,0.952235,0.9349924,0,9
3661,5635.9897,916.7592,220.1180872,+39.7890020,0.8792956,0.8991706,0,6
3662,776.6804,911.8329,220.5572413,+39.7890208,0.9307488,0.9245875,0,13
3663,7814.1685,905.0412,219.9212517,+39.7874893,1.400816,1.130651,2,13
3664,3498.9087,902.9522,220.3112237,+39.7884058,1.729263,1.254689,0,91
3665,2077.3184,917.3187,220.4396975,+39.7894674,0.6501663,0.7759897,0,8
3666,4271.7671,917.4079,220.2413756,+39.7893155,0.6815998,0.7939795,0,9
3667,4927.3223,876.0455,220.1821415,+39.7863305,24.91015,4.738978,0,61
3668,6295.8433,886.1843,220.0584670,+39.7867022,9.869884,2.984652,0,105
3669,7327.1494,898.9238,219.9652651,+39.7872497,2.270298,1.435849,0,65
3670,205.4610,903.5861,220.6088629,+39.7883818,1.733744,1.25629,0,10
3671,5018.2935,896.2736,220.1739152,+39.7877171,3.579448,1.800316,3,42
3672,6438.2339,906.0991,220.0455916,+39.7880430,1.753507,1.26336,0,25
3673,4184.9771,910.5298,220.2492205,+39.7888505,1.03521,0.9741556,0,15
3674,2562.0430,913.9748,220.3958908,+39.7892293,0.9054108,0.9121687,0,13
3675,460.8275,905.8615,220.5857851,+39.7885722,1.340949,1.106532,2,75
3676,2475.3086,905.4128,220.4037296,+39.7886370,1.667394,1.232267,0,8
3677,7179.4746,898.9913,219.9786100,+39.7873072,2.412968,1.479928,0,50
3678,4826.5010,919.4623,220.1912420,+39.7893647,0.3859587,0.6034085,0,8
3679,3153.1111,902.6862,220.3424745,+39.7884159,1.940457,1.328377,0,8
3680,7968.3047,895.2264,219.9073283,+39.7867457,5.844862,2.298253,0,59
3681,8032.9780,912.6686,219.9014747,+39.7879304,1.581051,1.2003,0,48
3682,8432.6133,883.5519,219.8653781,+39.7857380,8.668871,2.797526,16,50
3683,5429.6099,901.2360,220.1367428,+39.7879730,3.697493,1.829597,0,48
3684,1351.2610,919.1199,220.5053147,+39.7895704,0.9868233,0.9515275,0,8
3685,1826.0101,902.7370,220.4624089,+39.7884513,3.25329,1.716746,3,45
3686,6050.4097,900.2047,220.0806413,+39.7877451,2.527914,1.514491,0,72
3687,7507.0659,917.8631,219.9489973,+39.7884984,1.029512,0.9715263,0,9
3688,1854.4419,913.1935,220.4598397,+39.7891781,1.642556,1.223171,2,14
3689,5363.1060,906.3797,220.1427513,+39.7883454,1.634254,1.220089,0,61
3690,183.4830,899.9031,220.6108484,+39.7881230,3.710275,1.832762,0,61
3691,188.6519,924.6794,220.6103857,+39.7898443,0.5527042,0.7171341,0,10
3692,8297.3359,901.3198,219.8775921,+39.7870308,1.914701,1.319604,3,11
3693,7521.3848,899.6301,219.9477123,+39.7872269,3.785076,1.851034,0,41
3694,4911.8989,912.3448,220.1835261,+39.7888542,1.619856,1.214793,0,11
3695,5323.3271,910.6071,220.1463449,+39.7886478,1.710776,1.248024,0,35
3696,5720.7007,902.7504,220.1104363,+39.7880082,2.918591,1.626575,0,66
3697,3167.3015,907.1762,220.3411917,+39.7887267,1.987552,1.344214,2,53
3698,1132.9901,920.4988,220.5250410,+39.7896523,0.8467025,0.8826634,0,7
3699,4675.1016,913.0731,220.2049259,+39.7889487,1.326003,1.100461,0,51
3700,2520.5635,891.8856,220.3996402,+39.7876965,3.762761,1.845594,3,43
3701,404.0631,908.0747,220.5909154,+39.7887191,2.562947,1.524902,0,81
3702,3693.6594,917.1346,220.2936215,+39.7893709,1.191211,1.043805,0,9
3703,2315.0000,924.9542,220.4182169,+39.7899968,0.5046211,0.6862616,0,10
3704,6079.2666,917.7707,220.0780272,+39.7889570,1.291361,1.086157,0,9
3705,999.8522,895.4158,220.5370706,+39.7879004,4.208858,1.951439,0,61
3706,2508.7524,899.0198,220.4007074,+39.7881922,5.059155,2.138729,3,87
3707,282.5574,906.7840,220.6018960,+39.7886141,2.947109,1.634445,0,39
3708,7813.1768,920.9979,219.9213331,+39.7885978,0.9637309,0.9405056,0,13
3709,4914.3794,924.6422,220.1832988,+39.7897077,0.8920245,0.905534,0,12
3710,3705.9287,906.7713,220.2925142,+39.7886499,2.366622,1.465756,0,52
3711,540.6944,929.3615,220.5785707,+39.7902134,0.4801373,0.669998,0,14
3712,8175.0918,914.6553,219.8886313,+39.7880090,1.740752,1.258817,2,10
3713,7424.9790,929.5046,219.9564097,+39.7893374,0.9356641,0.9269567,0,9
3714,7329.0718,927.0355,219.9650780,+39.7892011,1.154138,1.027674,0,24
3715,2818.7510,927.6268,220.3726901,+39.7901675,0.9162793,0.9175155,0,10
3716,8403.7109,881.3214,219.8679910,+39.7855959,12.02991,3.294566,0,33
3717,14.6973,930.6657,220.6261080,+39.7902350,0.499543,0.6829568,0,9
3718,7637.4146,926.0483,219.9372138,+39.7890172,0.8163202,0.8670582,0,9
3719,2971.3228,918.2531,220.3589021,+39.7895086,1.64366,1.223577,0,45
3720,5316.1318,803.7387,220.1470262,+39.7812282,2434.966,46.83673,0,42
3721,1370.7373,911.6219,220.5035540,+39.7890508,2.261167,1.432979,0,59
3722,1891.3643,921.4883,220.4565031,+39.7897548,1.357072,1.113072,3,9
3723,4395.0146,921.2095,220.2302366,+39.7895606,1.909308,1.317727,0,51
3724,8207.9189,902.2672,219.8856717,+39.7871349,5.288867,2.186583,0,122
3725,5872.5547,924.4068,220.0967058,+39.7894733,1.060862,0.985946,0,85
3726,2525.3435,903.3677,220.3992078,+39.7884937,3.352952,1.742709,3,62
3727,8010.7334,904.3799,219.9034893,+39.7873640,5.97333,2.323299,0,60
3728,8060.0508,929.5482,219.8990191,+39.7890913,1.060436,0.9857554,0,30
3729,1887.7924,920.3060,220.4568259,+39.7896726,0.8725514,0.8957577,2,9
3730,8152.8516,901.8159,219.8906481,+39.7871268,2.591658,1.533355,0,9
3731,8283.2852,917.3208,219.8788528,+39.7881480,1.521484,1.177762,0,13
3732,3984.7952,928.3469,220.2673085,+39.7901150,1.274478,1.079129,0,10
3733,7671.5249,916.4037,219.9341362,+39.7883343,2.134537,1.392593,0,9
3734,116.3206,923.7423,220.6169225,+39.7897691,1.425272,1.140349,0,10
3735,2198.1562,908.6234,220.4287768,+39.7888636,2.439197,1.487901,2,72
3736,414.4772,921.1896,220.5899763,+39.7896311,1.578161,1.199208,2,44
3737,5020.5845,906.4882,220.1737055,+39.7884260,4.199262,1.949216,3,62
3738,6096.2036,922.3057,220.0764950,+39.7892672,1.607083,1.210013,2,9
3739,1849.3054,937.6538,220.4603046,+39.7908766,0.6009341,0.7468367,0,9
3740,3056.3630,891.9272,220.3512188,+39.7876753,2.479651,1.500082,0,7
3741,6131.2871,925.9087,220.0733231,+39.7895076,1.536059,1.183326,0,31
3742,1260.3798,922.9411,220.5135284,+39.7898304,1.501426,1.170026,0,50
3743,227.7930,922.8582,220.6068481,+39.7897231,1.59753,1.206465,0,21
3744,7475.5806,934.4645,219.9518344,+39.7896630,1.061155,0.9860712,0,7
3745,5092.7554,916.7458,220.1671805,+39.7891236,3.187687,1.699455,0,74
3746,1836.2150,895.8883,220.4614865,+39.7879759,7.211943,2.55217,2,22
3747,7534.3193,929.0024,219.9465289,+39.7892616,1.421815,1.138957,0,24
3748,593.1552,919.8849,220.5738282,+39.7895611,2.321697,1.451882,0,22
3749,6050.8169,924.4157,220.0805959,+39.7894262,1.797544,1.278961,0,60
3750,6743.0347,929.7975,220.0180371,+39.7895937,1.419939,1.138229,0,8
3751,2690.6899,929.2940,220.3842636,+39.7902888,1.57495,1.198039,3,95
3752,1565.4015,917.6971,220.4859618,+39.7894819,1.333932,1.103652,2,10
3753,6540.4995,913.3185,220.0363471,+39.7885132,3.502699,1.781009,0,76
3754,6818.7661,914.8232,220.0111996,+39.7885293,2.071023,1.371912,2,46
3755,1487.8499,930.3420,220.4929712,+39.7903567,1.690379,1.240661,2,64
3756,7464.4746,935.3185,219.9528377,+39.7897264,0.9377302,0.9280095,0,12
3757,2204.4041,897.2047,220.4282122,+39.7880706,2.371015,1.46708,2,67
3758,2386.9541,921.5464,220.4117141,+39.7897591,2.483268,1.501181,0,61
3759,8327.4414,925.4126,219.8748580,+39.7886908,2.712907,1.568569,0,12
3760,7374.4351,910.5402,219.9609864,+39.7880391,7.232243,2.555757,0,64
3761,3719.1440,924.6602,220.2913173,+39.7898907,2.056376,1.367104,0,91
3762,2294.3137,942.6397,220.4200862,+39.7912251,0.3401086,0.5681069,0,7
3763,2481.2717,921.3558,220.4031902,+39.7897440,2.050284,1.365077,2,50
3764,1757.3589,929.9993,220.4686141,+39.7903428,1.182049,1.03984,0,15
3765,7900.5151,913.4745,219.9134445,+39.7880404,4.025729,1.908712,0,36
3766,5490.3560,888.3636,220.1312571,+39.7870650,60.43472,7.379842,0,53
3767,5902.6323,913.5268,220.0939914,+39.7887098,5.401577,2.209669,0,81
3768,5846.7046,914.3049,220.0990454,+39.7887785,3.071821,1.668482,0,58
3769,1773.3872,911.8982,220.4671649,+39.7890862,3.719036,1.83488,0,45
3770,4425.2256,939.2176,220.2275025,+39.7908063,0.9123834,0.9156009,0,13
3771,6974.6816,943.3005,219.9970970,+39.7904549,0.8104455,0.8640297,0,11
3772,7914.9536,940.4885,219.9121255,+39.7899104,0.98364,0.9500018,0,13
3773,2083.4929,872.1953,220.4391392,+39.7863339,2.72375,1.571664,0,131
3774,8115.0283,896.9395,219.8940687,+39.7868041,14.81573,3.655662,0,120
3775,5916.6992,941.6360,220.0927104,+39.7906581,0.8799631,0.8995003,0,9
3776,5008.4263,905.4364,220.1748045,+39.7883554,7.942271,2.677976,3,44
3777,642.4043,913.2047,220.5693765,+39.7891025,3.870178,1.871611,0,34
3778,1518.3441,923.2900,220.4902149,+39.7898683,3.06047,1.665399,0,72
3779,1078.9998,942.4368,220.5299225,+39.7911718,1.185387,1.041281,0,51
3780,3695.0959,940.0646,220.2934884,+39.7909631,1.353511,1.111656,0,8
3781,7994.9922,944.9894,219.9048900,+39.7901904,0.8056501,0.8614536,0,9
3782,479.9468,931.3364,220.5840611,+39.7903436,2.425322,1.483692,3,34
3783,5515.9927,920.2914,220.1289305,+39.7892761,3.252279,1.716476,0,81
3784,7504.1577,935.5699,219.9492514,+39.7897290,1.529789,1.180913,0,9
3785,7286.2627,928.9657,219.9689457,+39.7893506,2.869094,1.612798,0,62
3786,3570.1819,948.6062,220.3047766,+39.7915692,0.9030291,0.9109735,0,10
3787,1794.7428,931.3544,220.4652356,+39.7904379,1.539834,1.184738,0,25
3788,3223.7146,940.2383,220.3360901,+39.7910185,1.279275,1.08113,2,9
3789,4964.1250,934.7390,220.1788005,+39.7903991,1.600095,1.207436,2,43
3790,5874.2788,939.6529,220.0965448,+39.7905315,1.060168,0.9856329,0,9
3791,6690.9380,927.9034,220.0227459,+39.7894789,2.194858,1.411999,0,91
3792,4955.1411,937.0149,220.1796118,+39.7905589,1.748537,1.261586,2,70
3793,474.5073,922.8374,220.5845514,+39.7897527,2.750155,1.57923,2,49
3794,1652.0376,941.3282,220.4781331,+39.7911262,1.169358,1.034316,0,8
3795,1846.8119,943.2151,220.4605301,+39.7912627,1.415791,1.136579,3,9
3796,1453.1864,932.5444,220.4961041,+39.7905080,2.550323,1.521163,2,94
3797,2325.6704,934.1292,220.4172524,+39.7906338,2.351269,1.461042,0,61
3798,3384.8882,933.3427,220.3215246,+39.7905266,4684.785,64.96571,0,41
3799,2006.2432,946.3715,220.4461212,+39.7914844,1.12612,1.015323,0,65
3800,3715.7654,946.7753,220.2916195,+39.7914268,1.007906,0.9614477,0,12
3801,5511.0825,946.3751,220.1293662,+39.7910886,1.199659,1.047433,0,51
3802,1134.3403,943.9344,220.5249211,+39.7912799,1.2075,1.050811,0,12
