_RAJ2000,_DEJ2000,RA_ICRS,DE_ICRS,mode,q_mode,class,SDSS12,m_SDSS!2,ObsDate,Q,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,zsp,zph,e_zph,<zph>
220.38333200,+39.87128400,220.383332,+39.871284,1,+,6,J144131.99+395216.6,,2003.2317,3,24.187,0.647,23.186,0.169,21.584,0.065,19.955,0.027,19.005,0.037,,,,
220.38941600,+39.86989000,220.389416,+39.869890,1,+,3,J144133.45+395211.6,*,2003.2317,3,23.373,0.551,22.479,0.124,21.690,0.096,21.355,0.112,21.108,0.286,,0.4054,0.1338,0.3762
220.38859200,+39.86930300,220.388592,+39.869303,1,,6,J144133.26+395209.4,,2003.2317,3,24.018,0.580,23.769,0.256,23.349,0.271,22.603,0.221,22.270,0.427,,,,
220.39267300,+39.86205500,220.392673,+39.862055,1,+,3,J144134.24+395143.3,,2003.2317,3,23.611,0.670,22.820,0.170,21.852,0.113,21.251,0.103,21.239,0.330,,0.5363,0.1081,0.5031
220.39696100,+39.86625000,220.396961,+39.866250,1,+,3,J144135.27+395158.4,*,2003.2317,3,24.108,0.655,23.379,0.206,22.415,0.138,21.874,0.133,21.601,0.321,,0.4760,0.1202,0.5139
220.37445800,+39.86340200,220.374458,+39.863402,1,+,6,J144129.86+395148.2,,2003.2317,3,23.436,0.415,23.625,0.229,22.952,0.196,22.876,0.274,22.056,0.381,,,,
220.38521300,+39.86920400,220.385213,+39.869204,1,+,3,J144132.45+395209.1,,2003.2317,3,23.398,0.556,23.322,0.246,22.387,0.170,21.612,0.136,21.407,0.358,,0.6902,0.0764,0.6265
220.37761700,+39.85502600,220.377617,+39.855026,1,,3,J144130.62+395118.0,,2003.2317,3,24.941,0.782,23.434,0.243,22.774,0.208,21.851,0.146,21.222,0.272,,0.6077,0.1240,0.6856
220.39501700,+39.86140800,220.395017,+39.861408,1,,6,J144134.80+395141.0,,2003.2317,3,24.627,0.656,24.329,0.365,23.122,0.224,21.593,0.094,20.791,0.152,,,,
220.29874600,+39.83298900,220.298746,+39.832989,1,,6,J144111.69+394958.7,,2003.2317,3,18.267,0.015,16.689,0.006,15.172,0.004,15.405,0.005,15.416,0.007,,,,
220.29888000,+39.83292600,220.298880,+39.832926,1,,3,J144111.73+394958.5,,2003.2317,3,18.180,0.015,16.278,0.005,16.880,0.015,15.703,0.006,15.433,0.007,,-9999.0000,-9999.0000,0.1532
220.29685000,+39.79895900,220.296850,+39.798959,1,,6,J144111.24+394756.2,,2003.2317,3,22.708,0.240,25.654,0.414,25.020,0.507,25.065,0.449,22.616,0.459,,,,
220.29836100,+39.79349900,220.298361,+39.793499,1,+,6,J144111.60+394736.5,,2003.2317,3,21.912,0.129,21.268,0.036,21.004,0.039,20.543,0.040,20.371,0.105,,,,
220.29580400,+39.83012300,220.295804,+39.830123,1,+,6,J144110.99+394948.4,,2003.2317,3,24.270,0.627,22.582,0.102,21.373,0.052,20.836,0.050,20.685,0.137,,,,
220.28697700,+39.80631200,220.286977,+39.806312,1,+,6,J144108.87+394822.7,,2003.2317,3,24.644,0.693,22.732,0.121,21.522,0.061,20.010,0.028,19.236,0.044,,,,
220.29208500,+39.80044900,220.292085,+39.800449,1,+,3,J144110.10+394801.6,,2003.2317,3,24.114,0.901,22.601,0.148,21.846,0.112,21.964,0.194,21.297,0.343,,0.2866,0.1020,0.3387
220.30896000,+39.80394400,220.308960,+39.803944,1,,6,J144114.15+394814.1,,2003.2317,3,24.220,0.863,22.858,0.169,23.807,0.512,23.662,0.651,23.780,0.470,,,,
220.31821700,+39.81296800,220.318217,+39.812968,1,+,3,J144116.37+394846.6,,2003.2317,3,24.368,0.841,22.895,0.168,22.378,0.156,21.760,0.144,20.955,0.228,,0.5998,0.1809,0.6024
220.27673100,+39.81437100,220.276731,+39.814371,1,+,3,J144106.41+394851.7,,2003.2317,3,23.356,0.459,23.460,0.244,22.459,0.151,22.089,0.175,21.583,0.336,,0.5185,0.0991,0.4722
220.29102300,+39.82291700,220.291023,+39.822917,1,+,3,J144109.84+394922.5,,2003.2317,3,22.773,0.291,23.351,0.224,22.253,0.128,22.045,0.166,21.363,0.285,,0.5040,0.0759,0.4104
220.28985000,+39.81789300,220.289850,+39.817893,1,,6,J144109.56+394904.4,,2003.2317,3,25.818,0.375,25.151,0.469,23.122,0.220,24.599,0.540,22.127,0.388,,,,
220.29386000,+39.82292200,220.293860,+39.822922,1,+,3,J144110.52+394922.5,,2003.2317,3,24.287,0.801,23.870,0.356,22.696,0.196,23.027,0.395,22.221,0.532,,0.4136,0.0826,0.3811
220.29505400,+39.81911900,220.295054,+39.819119,1,+,6,J144110.81+394908.8,,2003.2317,3,25.034,0.663,24.261,0.394,22.996,0.218,23.215,0.386,23.251,0.480,,,,
220.29604000,+39.80753100,220.296040,+39.807531,1,+,6,J144111.04+394827.1,,2003.2317,3,24.993,0.621,24.121,0.340,22.438,0.126,22.068,0.142,22.194,0.410,,,,
220.30222900,+39.81375700,220.302229,+39.813757,1,,6,J144112.53+394849.5,,2003.2317,3,24.036,0.570,25.086,0.472,23.159,0.228,24.152,0.546,23.610,0.365,,,,
220.30478000,+39.81772300,220.304780,+39.817723,1,+,3,J144113.14+394903.8,,2003.2317,3,25.610,0.916,22.903,0.251,21.914,0.157,20.792,0.093,20.908,0.338,,0.6230,0.1326,0.5330
220.30656800,+39.81212800,220.306568,+39.812128,1,,6,J144113.57+394843.6,,2003.2317,3,24.476,0.635,25.148,0.471,23.110,0.218,24.908,0.485,22.535,0.452,,,,
220.31170700,+39.80756200,220.311707,+39.807562,1,+,6,J144114.80+394827.2,,2003.2317,3,23.156,0.353,23.783,0.279,22.923,0.200,22.119,0.156,22.205,0.433,,,,
220.28236100,+39.80792200,220.282361,+39.807922,1,,3,J144107.76+394828.5,,2003.2317,3,24.143,0.699,23.780,0.307,23.380,0.316,21.878,0.139,21.522,0.312,,0.7284,0.0771,0.7339
220.29958900,+39.80097100,220.299589,+39.800971,1,,3,J144111.90+394803.4,,2003.2317,3,25.340,0.688,24.167,0.438,23.300,0.330,21.740,0.139,21.383,0.315,,0.5920,0.0767,0.6881
220.31239300,+39.82094800,220.312393,+39.820948,1,,3,J144114.97+394915.4,,2003.2317,3,24.102,0.811,24.707,0.613,23.103,0.304,21.999,0.184,20.930,0.236,,-9999.0000,-9999.0000,0.6300
220.30666200,+39.80386300,220.306662,+39.803863,1,,3,J144113.59+394813.9,,2003.2317,3,26.058,0.393,23.946,0.375,23.159,0.289,22.094,0.184,21.078,0.244,,0.7526,0.1144,0.6317
220.29740400,+39.81535400,220.297404,+39.815354,1,,6,J144111.37+394855.2,,2003.2317,3,24.889,0.758,25.712,0.491,22.993,0.329,25.673,0.377,22.727,0.578,,,,
220.30255400,+39.80300000,220.302554,+39.803000,1,,3,J144112.61+394810.7,,2003.2317,3,24.163,1.451,23.010,0.324,23.014,0.484,21.285,0.169,21.598,0.721,,0.4394,0.1518,0.4731
220.31120700,+39.85017500,220.311207,+39.850175,1,+,6,J144114.68+395100.6,*,2003.2317,3,19.245,0.021,16.697,0.004,15.661,0.004,15.296,0.004,15.133,0.005,,,,
220.32131200,+39.85395900,220.321312,+39.853959,1,+,6,J144117.11+395114.2,*,2003.2317,3,20.003,0.034,18.664,0.008,18.863,0.010,19.038,0.014,19.150,0.040,-0.00072,,,
220.32209000,+39.85337200,220.322090,+39.853372,1,,6,J144117.30+395112.1,,2003.2317,3,24.943,0.612,23.910,0.287,23.824,0.371,21.983,0.134,21.670,0.302,,,,
220.31371100,+39.82624800,220.313711,+39.826248,1,+,6,J144115.29+394934.4,,2003.2317,3,21.912,0.127,21.224,0.035,20.935,0.037,20.813,0.049,21.088,0.190,,,,
220.31627200,+39.82003300,220.316272,+39.820033,1,+,6,J144115.90+394912.1,,2003.2317,3,22.023,0.142,21.174,0.034,21.204,0.046,21.227,0.071,21.251,0.223,2.33436,,,
220.32906500,+39.83993400,220.329065,+39.839934,1,+,3,J144118.97+395023.7,,2003.2317,3,22.310,0.186,21.899,0.062,21.231,0.050,20.964,0.060,20.615,0.143,,0.4484,0.1416,0.4177
220.31860200,+39.83915600,220.318602,+39.839156,1,,3,J144116.46+395020.9,,2003.2317,3,23.321,0.481,23.052,0.184,23.671,0.429,22.342,0.228,22.246,0.538,,0.6099,0.1689,0.6363
220.31905400,+39.83629000,220.319054,+39.836290,1,+,3,J144116.57+395010.6,,2003.2317,3,23.234,0.465,22.584,0.128,22.069,0.121,21.472,0.115,21.515,0.361,,0.7748,0.1606,0.5772
220.32628300,+39.84371400,220.326283,+39.843714,1,+,3,J144118.30+395037.3,,2003.2317,3,25.701,0.557,22.969,0.177,21.861,0.101,21.188,0.088,20.416,0.148,,0.5392,0.0863,0.5082
220.31925700,+39.82151600,220.319257,+39.821516,1,,3,J144116.62+394917.4,,2003.2317,3,23.650,0.728,22.815,0.181,23.143,0.347,24.094,0.869,22.336,0.688,,0.1754,0.1391,0.3727
220.32957500,+39.82881000,220.329575,+39.828810,1,,3,J144119.09+394943.7,*,2003.2317,3,25.908,0.465,23.085,0.191,22.509,0.175,21.419,0.104,20.983,0.233,,0.6359,0.0951,0.6497
220.32997100,+39.82740100,220.329971,+39.827401,1,,3,J144119.19+394938.6,,2003.2317,3,24.722,1.832,25.322,1.276,25.802,1.026,22.897,0.812,19.514,0.138,,-9999.0000,-9999.0000,0.6666
220.30039200,+39.83914500,220.300392,+39.839145,1,+,6,J144112.09+395020.9,,2003.2317,3,23.485,0.420,23.956,0.296,23.037,0.206,22.820,0.261,22.059,0.375,,,,
220.32051200,+39.85922200,220.320512,+39.859222,1,+,6,J144116.92+395133.1,,2003.2317,3,25.651,0.427,24.303,0.365,22.601,0.143,21.411,0.081,20.575,0.125,,,,
220.30522100,+39.83284400,220.305221,+39.832844,1,+,6,J144113.25+394958.2,,2003.2317,3,24.581,0.832,23.585,0.284,22.468,0.162,21.691,0.129,21.444,0.325,,,,
220.31105900,+39.84109400,220.311059,+39.841094,1,+,3,J144114.65+395027.9,,2003.2317,3,23.863,0.635,23.814,0.322,22.581,0.175,22.611,0.272,21.409,0.305,,0.7454,0.1044,0.4175
220.31879400,+39.84743500,220.318794,+39.847435,1,+,3,J144116.51+395050.7,,2003.2317,3,22.897,0.407,23.637,0.350,22.120,0.144,21.581,0.142,21.485,0.406,,0.4611,0.0659,0.4551
220.33421100,+39.84546000,220.334211,+39.845460,1,,3,J144120.21+395043.6,*,2003.2317,3,23.517,0.539,23.640,0.295,22.522,0.176,21.754,0.149,21.349,0.316,,0.5367,0.0842,0.5805
220.33551500,+39.84533300,220.335515,+39.845333,1,+,3,J144120.52+395043.1,,2003.2317,3,25.446,0.481,24.551,0.417,23.309,0.259,22.526,0.214,21.789,0.323,,0.6933,0.1032,0.5902
220.32689900,+39.82972000,220.326899,+39.829720,1,+,6,J144118.45+394946.9,,2003.2317,3,24.504,0.644,23.728,0.250,23.003,0.201,23.976,0.521,22.521,0.454,,,,
220.32160100,+39.81913100,220.321601,+39.819131,1,+,3,J144117.18+394908.8,,2003.2317,3,25.546,0.516,24.490,0.452,22.897,0.205,22.292,0.189,21.969,0.406,,0.4855,0.0726,0.4021
220.32932600,+39.83622900,220.329326,+39.836229,1,,6,J144119.03+395010.4,,2003.2317,3,24.310,0.628,24.100,0.327,23.679,0.336,21.937,0.125,20.916,0.166,,,,
220.28760600,+39.84837800,220.287606,+39.848378,1,+,6,J144109.02+395054.1,*,2003.2317,3,18.345,0.013,18.262,0.007,18.329,0.007,18.202,0.009,18.180,0.020,1.85494,,,
220.26392400,+39.83577500,220.263924,+39.835775,1,+,6,J144103.34+395008.7,*,2003.2317,3,20.010,0.034,18.600,0.008,18.054,0.007,17.830,0.007,17.753,0.015,,,,
220.26884600,+39.82963200,220.268846,+39.829632,1,+,3,J144104.52+394946.6,*,2003.2317,3,23.062,0.345,21.441,0.044,20.161,0.022,18.760,0.012,18.028,0.019,,0.7153,0.0584,0.6697
220.26055200,+39.83931000,220.260552,+39.839310,1,,3,J144102.53+395021.5,,2003.2317,3,23.696,0.714,22.786,0.171,22.654,0.221,21.362,0.116,20.961,0.262,,0.6466,0.1203,0.6718
220.27359500,+39.85339500,220.273595,+39.853395,1,,3,J144105.66+395112.2,,2003.2317,3,23.493,1.418,21.976,0.182,23.468,0.989,21.928,0.425,21.722,1.085,,-9999.0000,-9999.0000,0.5065
220.27392100,+39.84039000,220.273921,+39.840390,1,+,3,J144105.74+395025.4,,2003.2317,3,24.291,0.851,22.580,0.130,21.230,0.059,20.400,0.046,20.070,0.108,,0.5030,0.0613,0.5080
220.27215300,+39.83637300,220.272153,+39.836373,1,+,3,J144105.31+395010.9,,2003.2317,3,22.406,0.315,20.858,0.040,19.459,0.018,18.907,0.018,18.463,0.037,,0.3292,0.0516,0.3256
220.28391600,+39.85151700,220.283916,+39.851517,1,+,6,J144108.13+395105.4,,2003.2317,3,24.950,0.623,23.219,0.170,22.730,0.159,22.418,0.189,21.709,0.304,,,,
220.28299000,+39.84311100,220.282990,+39.843111,1,,6,J144107.91+395035.1,,2003.2317,3,23.402,0.476,23.228,0.194,23.937,0.467,23.081,0.389,21.625,0.365,,,,
220.28580800,+39.83585600,220.285808,+39.835856,1,+,3,J144108.59+395009.0,,2003.2317,3,22.794,0.387,21.388,0.054,20.230,0.030,19.900,0.035,19.639,0.089,,0.3492,0.0793,0.3248
220.26883000,+39.84959300,220.268830,+39.849593,1,+,3,J144104.51+395058.5,,2003.2317,3,23.581,0.582,23.470,0.264,21.746,0.089,20.820,0.063,20.413,0.144,,0.5138,0.0452,0.5346
220.26638400,+39.83942700,220.266384,+39.839427,1,+,6,J144103.93+395021.9,,2003.2317,3,24.716,0.669,24.917,0.479,23.056,0.213,22.451,0.201,22.743,0.482,,,,
220.27270500,+39.83077000,220.272705,+39.830770,1,+,6,J144105.44+394950.7,,2003.2317,3,24.901,0.615,24.000,0.309,21.924,0.080,21.506,0.087,20.930,0.165,,,,
220.26957900,+39.82492900,220.269579,+39.824929,1,,6,J144104.69+394929.7,,2003.2317,3,25.294,0.533,25.429,0.449,23.042,0.205,24.473,0.554,22.713,0.459,,,,
220.26917100,+39.82346000,220.269171,+39.823460,1,+,6,J144104.60+394924.4,,2003.2317,3,24.576,0.696,23.921,0.309,22.479,0.136,22.000,0.141,21.585,0.297,,,,
220.27239800,+39.81977000,220.272398,+39.819770,1,+,3,J144105.37+394911.1,,2003.2317,3,23.203,0.503,23.421,0.288,22.623,0.212,22.463,0.292,21.376,0.356,,0.6893,0.1215,0.4347
220.28468100,+39.83903200,220.284681,+39.839032,1,+,3,J144108.32+395020.5,,2003.2317,3,24.721,0.646,24.217,0.353,22.826,0.172,21.990,0.132,20.908,0.164,,0.9131,0.0824,0.5831
220.28953100,+39.84148200,220.289531,+39.841482,1,+,6,J144109.48+395029.3,,2003.2317,3,25.586,0.548,25.042,0.564,22.560,0.165,20.967,0.066,20.311,0.120,,,,
220.28411100,+39.83004600,220.284111,+39.830046,1,+,3,J144108.18+394948.1,,2003.2317,3,25.324,0.626,23.980,0.355,22.659,0.179,22.058,0.166,21.288,0.271,,0.5623,0.0986,0.4925
220.29335500,+39.83729700,220.293355,+39.837297,1,+,3,J144110.40+395014.2,,2003.2317,3,23.738,0.625,23.720,0.311,22.675,0.192,22.434,0.245,22.138,0.505,,0.3393,0.0830,0.4364
220.28815100,+39.83857700,220.288151,+39.838577,1,,3,J144109.15+395018.8,,2003.2317,3,25.839,0.603,23.471,0.321,23.742,0.564,22.597,0.354,20.652,0.213,,-9999.0000,-9999.0000,0.5964
220.30533200,+39.87796400,220.305332,+39.877964,1,+,3,J144113.27+395240.6,,2003.2317,3,19.716,0.045,18.858,0.010,18.484,0.010,18.205,0.012,18.109,0.035,,0.1148,0.0279,0.1096
220.30858500,+39.87442000,220.308585,+39.874420,1,+,3,J144114.06+395227.9,,2003.2317,3,20.098,0.045,19.306,0.012,18.928,0.011,18.596,0.013,18.511,0.034,,0.1257,0.0297,0.1276
220.29571200,+39.84111800,220.295712,+39.841118,1,+,3,J144110.97+395028.0,,2003.2317,3,22.262,0.175,21.639,0.050,22.000,0.091,21.997,0.141,22.574,0.488,,0.1440,0.0931,0.1539
220.27935500,+39.86279600,220.279355,+39.862796,1,+,3,J144107.04+395146.0,,2003.2317,3,23.881,0.651,22.821,0.145,21.664,0.078,21.301,0.091,21.440,0.310,,0.4167,0.1168,0.3939
220.30033300,+39.87520700,220.300333,+39.875207,1,+,3,J144112.07+395230.7,,2003.2317,3,25.571,0.531,22.903,0.147,22.407,0.139,22.539,0.244,21.312,0.263,,0.7158,0.1188,0.3565
220.29946900,+39.86878200,220.299469,+39.868782,1,,6,J144111.87+395207.6,,2003.2317,3,25.038,0.604,23.476,0.206,24.257,0.466,23.676,0.472,22.655,0.463,,,,
220.30010900,+39.86282100,220.300109,+39.862821,1,,3,J144112.02+395146.1,,2003.2317,3,23.112,0.392,23.154,0.191,23.087,0.267,22.402,0.233,21.781,0.401,,0.9441,0.0941,0.7403
220.29829700,+39.85215500,220.298297,+39.852155,1,+,6,J144111.59+395107.7,,2003.2317,3,22.795,0.277,22.666,0.116,22.092,0.102,21.995,0.146,21.061,0.205,,,,
220.29371000,+39.88004100,220.293710,+39.880041,1,+,6,J144110.49+395248.1,,2003.2317,3,24.857,0.669,24.181,0.357,22.832,0.183,21.861,0.126,20.820,0.161,,,,
220.30310400,+39.86770400,220.303104,+39.867704,1,+,3,J144112.74+395203.7,,2003.2317,3,24.943,0.710,24.656,0.491,22.670,0.175,21.384,0.090,20.537,0.139,,0.9557,0.0704,0.6622
220.30951900,+39.85526700,220.309519,+39.855267,1,+,6,J144114.28+395118.9,,2003.2317,3,23.652,0.549,23.659,0.276,22.675,0.180,22.187,0.185,21.572,0.328,,,,
220.31191300,+39.85593200,220.311913,+39.855932,1,+,3,J144114.85+395121.3,,2003.2317,3,24.308,0.639,23.684,0.242,23.117,0.220,22.409,0.188,22.043,0.372,,0.8314,0.1202,0.6747
220.29276300,+39.87035300,220.292763,+39.870353,1,,3,J144110.26+395213.2,,2003.2317,3,24.637,0.826,23.718,0.310,23.227,0.305,21.763,0.139,21.510,0.343,,0.6299,0.0903,0.7162
220.29209300,+39.86351000,220.292093,+39.863510,1,,6,J144110.10+395148.6,,2003.2317,3,25.596,0.470,24.180,0.358,23.073,0.221,21.730,0.112,20.982,0.185,,,,
220.29555200,+39.86394900,220.295552,+39.863949,1,,6,J144110.93+395150.2,,2003.2317,3,24.725,0.692,25.334,0.483,23.788,0.384,23.126,0.355,21.041,0.196,,,,
220.34354700,+39.86039600,220.343547,+39.860396,1,,6,J144122.45+395137.4,*,2003.2317,3,16.190,0.007,15.649,0.007,14.273,0.002,14.803,0.007,14.261,0.006,,,,
220.34396000,+39.85392700,220.343960,+39.853927,1,+,3,J144122.55+395114.1,,2003.2317,3,22.360,0.305,21.099,0.048,19.948,0.027,19.509,0.028,19.140,0.066,,0.3492,0.0884,0.3361
220.34480600,+39.86283000,220.344806,+39.862830,1,+,6,J144122.75+395146.1,,2003.2317,3,25.479,0.473,23.311,0.182,22.276,0.110,21.117,0.063,20.348,0.104,,,,
220.33951700,+39.86163400,220.339517,+39.861634,1,,6,J144121.48+395141.8,,2003.2317,3,24.530,0.655,23.675,0.240,25.089,0.505,24.909,0.493,22.434,0.446,,,,
220.34286400,+39.85670600,220.342864,+39.856706,1,,3,J144122.28+395124.1,,2003.2317,3,24.939,0.746,24.202,0.413,24.132,0.540,22.630,0.273,23.200,0.559,,0.4173,0.1420,0.4377
220.35289200,+39.87200900,220.352892,+39.872009,1,+,3,J144124.69+395219.2,,2003.2317,3,20.489,0.083,19.338,0.015,18.879,0.014,18.611,0.017,18.460,0.048,,0.1034,0.0349,0.1029
220.34739900,+39.88007700,220.347399,+39.880077,1,+,6,J144123.37+395248.2,*,2003.2317,3,22.936,0.282,20.703,0.024,19.286,0.012,18.576,0.011,18.217,0.020,,,,
220.34862700,+39.85193800,220.348627,+39.851938,1,+,3,J144123.67+395106.9,*,2003.2317,3,21.925,0.166,20.442,0.024,18.964,0.011,18.484,0.011,18.217,0.025,,0.2891,0.0411,0.2793
220.35070100,+39.84835700,220.350701,+39.848357,1,+,6,J144124.16+395054.0,*,2003.2317,3,23.358,0.384,20.640,0.023,19.234,0.012,17.996,0.008,17.379,0.012,,,,
220.32998800,+39.85619100,220.329988,+39.856191,1,+,3,J144119.19+395122.2,*,2003.2317,3,21.785,0.161,21.321,0.049,20.467,0.035,20.186,0.042,20.031,0.121,,0.3897,0.0857,0.3826
220.33212900,+39.85525900,220.332129,+39.855259,1,,3,J144119.71+395118.9,,2003.2317,3,25.434,0.716,24.640,0.597,22.828,0.247,21.556,0.129,21.158,0.291,,0.5931,0.0468,0.6307
220.32836400,+39.85886900,220.328364,+39.858869,1,,6,J144118.80+395131.9,,2003.2317,3,25.516,0.467,23.473,0.207,25.140,0.497,24.719,0.528,23.078,0.456,,,,
220.34233900,+39.87391600,220.342339,+39.873916,1,,6,J144122.16+395226.0,,2003.2317,3,23.524,0.452,23.202,0.164,22.359,0.118,22.262,0.168,22.499,0.471,,,,
220.34319100,+39.86483200,220.343191,+39.864832,1,+,3,J144122.36+395153.3,,2003.2317,3,22.692,0.327,22.330,0.110,21.722,0.096,22.147,0.216,20.876,0.231,,0.4021,0.1161,0.3808
220.34421300,+39.86857100,220.344213,+39.868571,1,,3,J144122.61+395206.8,,2003.2317,3,23.640,0.726,23.670,0.366,22.573,0.217,21.767,0.170,21.547,0.442,,0.6387,0.0763,0.5947
220.35170000,+39.86859700,220.351700,+39.868597,1,+,6,J144124.40+395206.9,,2003.2317,3,24.520,0.658,23.206,0.164,22.625,0.147,23.222,0.356,21.717,0.309,,,,
220.34681200,+39.85610900,220.346812,+39.856109,1,+,6,J144123.23+395121.9,,2003.2317,3,23.185,0.352,21.505,0.043,20.833,0.035,20.497,0.039,20.231,0.097,,,,
220.34173100,+39.84675200,220.341731,+39.846752,1,+,3,J144122.01+395048.3,,2003.2317,3,23.276,0.509,22.985,0.192,21.309,0.067,20.917,0.074,20.500,0.169,,0.4089,0.0716,0.3906
220.34522200,+39.84275000,220.345222,+39.842750,1,+,3,J144122.85+395033.8,,2003.2317,3,22.590,0.393,22.366,0.149,21.762,0.132,20.851,0.096,20.395,0.212,,0.7790,0.0587,0.7407
220.33169200,+39.87470600,220.331692,+39.874706,1,+,3,J144119.60+395228.9,,2003.2317,3,23.430,0.491,23.565,0.262,22.515,0.162,22.700,0.294,22.507,0.570,,0.5025,0.0785,0.3880
220.33884000,+39.86751600,220.338840,+39.867516,1,+,3,J144121.32+395203.0,,2003.2317,3,25.055,0.769,23.348,0.233,22.492,0.166,22.218,0.207,21.603,0.370,,0.4109,0.1352,0.3758
220.34961100,+39.87090900,220.349611,+39.870909,1,+,3,J144123.90+395215.2,,2003.2317,3,24.498,0.724,23.982,0.324,22.667,0.167,21.991,0.147,21.461,0.284,,0.5535,0.0904,0.4856
220.34205400,+39.85194400,220.342054,+39.851944,1,+,3,J144122.09+395106.9,,2003.2317,3,24.402,0.731,23.320,0.202,22.286,0.123,21.031,0.065,21.035,0.208,,0.6142,0.0817,0.6383
220.35084200,+39.86517300,220.350842,+39.865173,1,+,6,J144124.20+395154.6,,2003.2317,3,24.468,0.769,23.551,0.250,21.959,0.097,20.192,0.034,19.192,0.047,,,,
220.34729000,+39.84930700,220.347290,+39.849307,1,,3,J144123.34+395057.5,,2003.2317,3,24.424,0.777,23.551,0.257,22.285,0.132,21.678,0.121,21.085,0.230,,0.4989,0.1028,0.4989
220.33502700,+39.87028200,220.335027,+39.870282,1,,3,J144120.40+395213.0,,2003.2317,3,23.135,0.504,24.043,0.484,23.063,0.334,21.726,0.167,21.723,0.505,,0.7715,0.0890,0.6427
220.35868700,+39.89976600,220.358687,+39.899766,1,+,6,J144126.08+395359.1,*,2003.2260,3,19.621,0.031,18.710,0.008,18.484,0.008,18.358,0.010,18.368,0.026,-0.00022,,,
220.35767900,+39.89860200,220.357679,+39.898602,1,+,3,J144125.84+395354.9,,2003.2260,3,23.527,0.850,24.074,0.546,22.064,0.165,23.606,0.813,22.524,0.842,,0.4686,0.0783,0.3742
220.35542700,+39.90171100,220.355427,+39.901711,1,+,6,J144125.30+395406.1,,2003.2260,3,23.301,0.505,21.826,0.065,20.496,0.032,19.454,0.020,18.840,0.037,,,,
220.36111700,+39.90237500,220.361117,+39.902375,1,+,6,J144126.66+395408.5,,2003.2260,3,22.495,0.263,22.885,0.153,22.178,0.128,22.171,0.186,23.166,0.555,,,,
220.36134300,+39.88792100,220.361343,+39.887921,2,,3,J144126.72+395316.5,,2003.2260,3,23.908,0.832,22.586,0.136,21.780,0.105,21.240,0.098,21.301,0.331,,,,
220.36538200,+39.89071400,220.365382,+39.890714,1,+,6,J144127.69+395326.5,,2003.2260,3,22.717,0.327,22.665,0.133,22.542,0.185,21.529,0.114,21.177,0.269,,,,
220.37094900,+39.89033800,220.370949,+39.890338,1,+,3,J144129.02+395325.2,,2003.2260,3,22.488,0.385,22.414,0.166,21.491,0.112,21.410,0.165,21.535,0.575,,0.5127,0.0983,0.3692
220.37638600,+39.89283300,220.376386,+39.892833,1,+,3,J144130.33+395334.1,,2003.2260,3,23.591,0.786,22.955,0.215,21.986,0.144,21.660,0.166,21.444,0.436,,0.4130,0.1020,0.4222
220.37628400,+39.88622200,220.376284,+39.886222,1,+,3,J144130.30+395310.3,,2003.2260,3,23.644,0.818,23.603,0.364,22.031,0.149,21.351,0.124,21.670,0.507,,0.3230,0.1139,0.4544
220.36225600,+39.88209100,220.362256,+39.882091,1,+,6,J144126.94+395255.5,*,2003.2317,3,22.319,0.174,19.826,0.014,18.402,0.008,17.195,0.006,16.583,0.008,,,,
220.35797100,+39.86981100,220.357971,+39.869811,1,+,6,J144125.91+395211.3,*,2003.2317,3,23.139,0.328,20.642,0.023,19.457,0.013,18.945,0.013,18.730,0.029,,,,
220.36809800,+39.88415500,220.368098,+39.884155,1,+,3,J144128.34+395302.9,,2003.2317,3,22.190,0.166,21.707,0.051,21.419,0.057,20.987,0.060,20.116,0.092,,0.8093,0.2026,0.5496
220.37687900,+39.87834300,220.376879,+39.878343,1,+,6,J144130.45+395242.0,,2003.2317,3,20.789,0.057,20.398,0.020,20.447,0.026,20.498,0.039,20.482,0.121,,,,
220.34634400,+39.88447000,220.346344,+39.884470,1,+,6,J144123.12+395304.0,,2003.2317,3,24.160,0.620,23.424,0.195,22.227,0.106,20.866,0.052,20.162,0.090,,,,
220.36130700,+39.88790700,220.361307,+39.887907,1,+,3,J144126.71+395316.4,,2003.2317,3,22.541,0.247,22.549,0.112,21.589,0.073,21.195,0.081,20.757,0.179,,0.5139,0.0969,0.4735
220.35956400,+39.87764800,220.359564,+39.877648,1,+,3,J144126.29+395239.5,,2003.2317,3,23.752,0.567,23.572,0.247,22.409,0.140,21.411,0.092,20.811,0.179,,0.7571,0.0819,0.6455
220.36928200,+39.87720200,220.369282,+39.877202,1,+,3,J144128.62+395237.9,,2003.2317,3,25.694,0.709,22.860,0.193,21.073,0.063,20.233,0.048,19.758,0.102,,0.4886,0.0281,0.4893
220.36858500,+39.86829800,220.368585,+39.868298,1,+,3,J144128.46+395205.8,,2003.2317,3,22.727,0.581,21.590,0.098,21.275,0.112,21.016,0.142,20.519,0.304,,0.2792,0.2165,0.2992
220.35285900,+39.87494100,220.352859,+39.874941,1,+,6,J144124.68+395229.7,,2003.2317,3,24.468,0.647,23.831,0.263,22.430,0.125,21.531,0.090,20.882,0.163,,,,
